,interest,country,count
8066,Australian Rules Football,,16170
14138,Dental Health,Qatar,16170
9314,Web Development,Bolivia,16170
13023,Injuries,Israel,16170
15873,Women's Hats and Scarves,Switzerland,16170
9803,Women's Glasses,India,16170
30,Vegetarian Diets,Indonesia,16170
20947,Photo Editing Software,,16170
8772,Bars & Restaurants,Algeria,16170
3573,Equine Sports,UK,16170
20071,Music and Party Video Games,,16155
8012,Business Expos & Conferences,Bangladesh,16155
18993,Theater Venues and Events,Finland,16155
15867,Role-Playing Video Games,,16155
2286,Boxing,Norway,16155
14060,Healthy Cooking and Eating,Nigeria,16155
16953,Graduation,Australia,16140
2254,Men's Casual Wear,Ireland,16140
15096,Motor Insurance,USA,16140
5995,Sports Video Games,Yemen,16140
13135,Model Toys,Spain,16140
9385,Women's Hats and Scarves,Qatar,16140
20656,Strategy Video Games,Venezuela,16125
9340,Weather,Hungary,16125
17820,Casinos & Gambling,Nigeria,16125
20320,Bachelor Party,Germany,16125
414,Alternative Rock,Kenya,16125
2088,Women's Hats and Scarves,Mexico,16125
13822,Softball,Kuwait,16125
17280,Career Planning,Kuwait,16125
8989,News and Politics,,16110
11647,Home Entertaining,,16110
10643,Television,,16110
8700,Winter Olympic Sports,Taiwan,16110
7355,Smart Home,,16095
6118,College Education,France,16095
981,Drama TV,Vietnam,16095
5100,PC Games,,16095
7485,Bachelorette Party,Belgium,16095
17377,Auto Recalls,Kenya,16095
14152,Cinemas and Events,Yemen,16095
247,Sale & Lease Back,Turkey,16095
3580,Awards Shows,Libya,16095
3334,Beauty,Germany,16095
15131,Darts,Hungary,16080
1524,News Radio,,16080
20491,Men's Health,Australia,16080
11368,Industrial Property,Malaysia,16080
11790,Wrestling,Ghana,16080
18929,Parenting,Hong Kong,16080
3914,Early Childhood Education,Indonesia,16080
14985,Home Security,,16080
3967,Designer Clothing,New Zealand,16065
10395,Injuries,Australia,16065
633,Birds,Canada,16065
4902,Horse Racing,UK,16065
15184,Cameras and Camcorders,Germany,16065
6059,Crime and Mystery Movies,Israel,16065
10257,Green Solutions,Malaysia,16065
7529,Sedan,Greece,16065
18569,Rock Music,South Korea,16065
15033,Soap Opera TV,Jamaica,16050
14728,Africa Travel,Romania,16050
3463,Smartphones,Philippines,16050
8905,Agnosticism,New Zealand,16050
5355,Careers,Indonesia,16050
9636,Home Appliances,,16050
289,Children's Music,New Zealand,16050
14941,Adventure Travel,Netherlands,16050
1909,Wearable Technology,Oman,16050
3332,Automotive,Germany,16050
14883,Web Development,,16050
18434,Concerts & Music Events,Afghanistan,16050
5107,Auto Type,Spain,16035
8373,Financial Planning,India,16035
12610,War and Conflicts,Thailand,16035
8909,Birth Control,South Africa,16035
17030,Desserts and Baking,Kuwait,16020
8541,Video Software,,16020
17268,Strategy Video Games,Ethiopia,16020
8065,Australian Rules Football,Colombia,16020
4318,Theater Venues and Events,Portugal,16020
5688,Driverless Cars,Japan,16020
1586,Government Support and Welfare,Bangladesh,16020
7055,Industrial Property,USA,16005
12753,Hotels and Motels,Tanzania,16005
18786,Urban AC Music,Romania,16005
11065,Virtual Reality,New Zealand,16005
1269,National News,Mali,16005
19339,Rugby,,16005
11209,Diseases and Conditions,Colombia,16005
1410,Educational Radio,,16005
14286,Summer Olympic Sports,Hungary,16005
4424,Substance Abuse,Saudi Arabia,16005
1076,Bodybuilding,Singapore,16005
15889,Shareware and Freeware,Ukraine,15990
20635,Soccer,Oman,15990
11695,Reality TV,,15990
1519,Wrestling,Sweden,15990
16488,Sports TV,Congo Dem Rep,15990
6746,Wrestling,Italy,15990
2057,Birth Control,USA,15990
11118,Medical Tests,Singapore,15990
13436,Computer Software and Applications,Brunei,15975
5834,Crime and Mystery Movies,South Korea,15975
2667,Hobbies & Interests,Czech,15975
13716,Squash,Singapore,15975
14161,Cigars,,15975
16636,Cloud Computing,UK,15975
7335,Business Banking & Finance,Ireland,15960
19624,Men's Outerwear,Germany,15960
7034,"Soundtracks, TV and Showtunes",Greece,15960
17471,Polar Travel,Taiwan,15960
2484,Hip Hop Music,Bolivia,15960
18410,Performance Cars,Thailand,15945
16822,Home Entertainment Systems,Japan,15945
6276,Inspirational/New Age Music,Mexico,15945
19281,Auto Body Styles,Jordan,15945
2563,Fan Conventions,Kuwait,15945
11511,Children's Literature,Algeria,15945
16036,Hip Hop Music,Portugal,15945
19910,Sporting Events,Sierra Leone,15945
17201,Economy,Ghana,15930
16565,Political Issues,Netherlands,15930
7610,Household Supplies,Malaysia,15930
14804,Pet Supplies,Australia,15930
9113,Geography,UAE,15930
569,Women's Hats and Scarves,Germany,15930
16127,Internet for Beginners,Ireland,15930
15028,Talk Radio,Cuba,15930
13032,Animation Movies,Senegal,15930
1438,Books and Literature,Iraq,15930
700,Freelance Writing,UK,15930
17175,Reality TV,Argentina,15915
2411,Children's TV,Tanzania,15915
2059,Rugby League,,15915
8699,Olympic Sports,Tunisia,15915
2492,Parenting Children Aged 4-11,Nigeria,15915
3094,Video Software,Mauritius,15915
10358,Casual Games,Saudi Arabia,15915
18724,First Aid,Australia,15915
12182,Action and Adventure Movies,Greece,15915
17962,Christianity,Netherlands,15915
17238,Personal Care,Iraq,15915
1811,Children's Music,Brazil,15915
8687,Comedy Movies,Algeria,15900
17602,Beauty,Ireland,15900
19616,Birdwatching,Mexico,15900
10133,Australia and Oceania Travel,Portugal,15900
2745,Puzzle Video Games,,15900
11988,Business News Radio,,15900
18992,Sporting Events,Argentina,15900
20846,Australia and Oceania Travel,Iraq,15900
856,Apartments,UK,15885
5907,Children's Literature,Qatar,15885
11239,R&B/Soul/Funk,CoteDIvore,15885
10042,College Baseball,Portugal,15885
10089,Songwriters/Folk,CoteDIvore,15885
14821,Public Radio,,15885
6596,Music and Audio,CoteDIvore,15885
21025,Van,Mexico,15885
11946,Men's Clothing,Ecuador,15885
2420,Adult Contemporary Music,Portugal,15885
676,Minivan,USA,15885
9850,Home Appliances,,15885
5573,Women's Clothing,Argentina,15870
20912,Buddhism,Pakistan,15870
14850,Luxury Cars,Australia,15870
236,Women's Casual Wear,Thailand,15870
374,Language Learning,Turkey,15870
11522,Smartphones,Morocco,15870
12076,Children's Music,South Africa,15870
14903,Personal Celebrations & Life Events,Mauritius,15870
20861,Microcar,Australia,15870
13351,Sporting Events,,15855
19067,Women's Clothing,Brazil,15855
13668,Documentary Movies,Hong Kong,15855
14069,First Aid,Japan,15855
7340,Photo Editing Software,,15855
7233,Design,Kuwait,15855
12104,Islam,China,15840
13282,Local News,,15840
1928,Smart Home,Russia,15840
11500,Exercise and Fitness Video Games,Kuwait,15840
10181,Fashion Events,Belgium,15840
18870,Europe Travel,Bangladesh,15840
10095,Bachelor Party,Algeria,15840
2854,Travel Preparation and Advice,Israel,15825
16809,Art and Photography Books,UK,15825
10342,Children's TV,Somalia,15825
13129,Fine Art Photography,UK,15825
9154,Debt Factoring & Invoice Discounting,Japan,15825
2848,Comedy TV,Tanzania,15825
19664,Sports TV,,15825
3848,Pets,Oman,15825
7182,Drama TV,Norway,15825
3398,Elections,Thailand,15825
20875,Homework and Study,France,15810
16213,Freelance Writing,Germany,15810
5249,Museums & Galleries,Ireland,15810
14351,Gas and Electric,Malaysia,15810
541,Rugby Union,Jordan,15795
15573,Information and Network Security,Philippines,15795
4397,Business Travel,UK,15795
1866,Reality TV,Libya,15795
7453,Fine Art Photography,Spain,15795
14173,Horror Movies,,15795
5095,Honeymoons and Getaways,Zimbabwe,15795
12811,Men's Clothing,Venezuela,15795
8020,Birdwatching,Lebanon,15780
16237,Cosmetic Medical Services,Lebanon,15780
7241,Interior Decorating,Kuwait,15780
10964,Sports Video Games,,15780
12782,Online Education,South Africa,15780
5640,Celebrity Scandal,South Korea,15780
8003,Eye and Vision Conditions,Indonesia,15780
6172,Celebrity Deaths,Pakistan,15780
214,Body Art,Canada,15780
15545,Family Travel,Egypt,15780
11714,Auto Type,Netherlands,15765
15795,Fine Art Photography,South Korea,15765
4145,Indie and Arthouse Movies,Ghana,15765
19200,Non-Alcoholic Beverages,Japan,15765
17743,Parenting Teens,Kenya,15765
6099,Cruises,Thailand,15765
21073,Retail Property,Japan,15765
16829,Education,Russia,15765
15701,IT and Internet Support,Ireland,15765
10198,Men's Formal Wear,Mexico,15765
17837,Romance Movies,,15750
17927,Canoeing and Kayaking,Thailand,15750
5459,Coupe,Italy,15735
6142,Desserts and Baking,Indonesia,15735
10237,Soap Opera TV,,15735
15664,Women's Formal Wear,Belgium,15735
19069,Women's Formal Wear,Canada,15735
15526,American Football,Slovakia,15735
20795,Men's Outerwear,Canada,15720
15386,Costume,Tunisia,15720
8258,Cats,USA,15720
13543,Antivirus Software,Argentina,15720
16316,Primary Education,Japan,15720
21036,Eye and Vision Conditions,India,15720
6132,Malls & Shopping Centers,Portugal,15720
912,Career Planning,Oman,15720
12274,Student Financial Aid,Bangladesh,15720
13900,Political Issues,Pakistan,15720
1250,Web Hosting,,15705
8697,Summer Olympic Sports,Taiwan,15705
10167,Digital Audio,,15705
9224,Celebrity Relationships,Ireland,15705
18251,Web Design and HTML,,15705
15060,Microcar,Canada,15705
16507,Pickup Trucks,Thailand,15705
18144,Antiquing and Antiques,Switzerland,15705
20528,Rugby,,15705
182,Movies,Zambia,15705
17278,Comics and Graphic Novels,Spain,15705
5431,Water Polo,Canada,15705
17855,Political Issues,Italy,15705
19817,Home & Garden,Bangladesh,15705
14991,Web Design and HTML,,15690
13884,Men's Underwear and Sleepwear,South Korea,15690
15759,Strategy Video Games,,15690
17943,Drama Movies,Lebanon,15690
8547,Sleep Disorders,Saudi Arabia,15675
15431,Body Art,Bahrain,15675
18881,Auto Body Styles,Ireland,15675
14257,Opera,UAE,15675
9450,Parenting Teens,Nigeria,15675
16877,News Radio,Cuba,15675
15843,Celebrity Scandal,Egypt,15675
1194,Air Travel,Bahrain,15675
20393,Job Fairs,Israel,15660
16807,Soft AC Music,Tunisia,15660
2504,Australian Rules Football,,15660
11478,Technology & Computing,Oman,15660
11189,Puzzle Video Games,,15660
20518,Oral care,Thailand,15645
6325,Sports TV,Libya,15645
3038,Dance and Electronic Music,Italy,15645
10392,Home Improvement,Japan,15645
12175,Birdwatching,Tunisia,15645
17406,World Cuisines,Australia,15630
5131,Concerts & Music Events,Bangladesh,15630
1647,Sports Video Games,New Zealand,15630
4180,Business News Radio,Cuba,15615
5898,Women's Handbags and Wallets,Switzerland,15615
17209,Awards Shows,Japan,15615
17012,Mental Health,Qatar,15615
19550,Rugby,,15615
16190,Drawing and Sketching,France,15615
1417,Television,,15600
2228,Theater Venues and Events,Tunisia,15600
2284,Rugby,,15600
14575,Documentary Movies,Portugal,15600
20658,Video Gaming,Greece,15600
20985,Personal Investing,Jordan,15600
19740,Adoption and Fostering,Saudi Arabia,15600
13705,Space and Astronomy,Malaysia,15600
19783,Soft AC Music,Ghana,15600
11222,Genealogy and Ancestry,Malaysia,15600
1567,Antivirus Software,Italy,15600
19730,Men's Casual Wear,New Zealand,15600
173,Medical Health,Nigeria,15600
18416,College Education,Thailand,15585
8860,Consumer Electronics,Mexico,15585
12892,Business Loans,Algeria,15585
15803,Gas and Electric,Kuwait,15585
10134,Europe Travel,Norway,15585
3017,Theater Venues and Events,Peru,15585
11067,Sports TV,Palestine,15585
742,Winter Olympic Sports,Tunisia,15585
14874,Costume,Belgium,15585
11526,Interest Rates,Indonesia,15585
9270,Women's Intimates and Sleepwear,Argentina,15570
13206,Camping,France,15570
9388,Auto Shows,France,15570
5102,Women's Handbags and Wallets,Kuwait,15570
13770,Games and Puzzles,Egypt,15570
14236,Web Conferencing,Norway,15570
17392,Amusement and Theme Parks,Yemen,15570
6418,Badminton,Sweden,15570
16909,Beauty,Belgium,15555
16425,Concerts & Music Events,Hungary,15555
13751,Databases,Morocco,15555
10743,Gifts and Greetings Cards,Oman,15555
3012,Primary Education,Spain,15555
2287,Darts,,15540
19587,Young Adult Literature,Egypt,15540
7046,Bath and Shower,Netherlands,15540
1684,Sporting Events,Lebanon,15540
14778,Internet of Things,New Zealand,15540
5565,Role-Playing Video Games,,15540
7476,Law,Qatar,15540
12641,Travel Accessories,South Africa,15540
11785,Sports,Botswana,15540
8536,Business Accounting & Finance,Kuwait,15540
1129,Marriage and Civil Unions,Belgium,15540
15734,Snooker/Pool/Billiards,Botswana,15540
15554,Adventure Video Games,,15525
7425,Auto Body Styles,Switzerland,15525
14981,Alcoholic Beverages,UAE,15525
6046,Dance,Tunisia,15525
7613,Boxing,Belgium,15510
4153,Children's Music,Kuwait,15510
15816,Indie and Arthouse Movies,CoteDIvore,15510
11100,Historic Site and Landmark Tours,Yemen,15510
5077,Fishing Sports,Algeria,15510
812,Historic Site and Landmark Tours,Portugal,15510
2274,Celebrity Relationships,Pakistan,15510
8617,Comedy TV,,15495
2047,Summer Olympic Sports,Tunisia,15495
14202,Basketball,India,15495
7580,Romance Movies,,15495
1595,Web Development,,15495
3715,Web Development,Sudan,15495
16339,Men's Formal Wear,Sweden,15495
4484,Coupons and Discounts,Sweden,15495
2913,Paranormal Phenomena,Switzerland,15495
17409,Home Entertaining,Russia,15495
11015,Vaccines,Lebanon,15495
8594,Shopping,Belgium,15495
10166,Video Software,Uganda,15495
3834,Local News,Mali,15495
10481,Gasoline Prices,South Africa,15495
18752,Land and Farms,UAE,15480
4804,Internet of Things,Turkey,15480
14543,Cameras and Camcorders,Indonesia,15480
202,Alternative Rock,Egypt,15480
11403,Exercise and Fitness Video Games,Canada,15480
1268,National News,Cuba,15480
14835,Polar Travel,Algeria,15480
8336,Healthy Cooking and Eating,Jordan,15480
16222,Theater,Australia,15465
12077,Variety (Music and Audio),France,15465
7909,Web Hosting,Senegal,15465
10565,Women's Accessories,Brazil,15465
12068,Movies,Syria,15465
9208,Hip Hop Music,Switzerland,15465
20898,Fantasy Movies,Ghana,15465
9956,Sci-fi and Fantasy,UK,15465
18360,Animation Movies,,15465
19823,Internet,,15450
13906,Rugby League,,15450
18685,Music and Party Video Games,Libya,15450
14151,Cinemas and Events,Nigeria,15450
12728,American Football,,15450
8910,Rugby League,,15450
16352,Special Needs Kids,Ireland,15450
20825,Birds,France,15450
19036,Buddhism,Egypt,15450
12425,Volleyball,Spain,15435
2076,Soap Opera TV,Jordan,15435
118,Educational Video Games,,15435
20336,Children's Games and Toys,UK,15435
396,Urban Contemporary Music,Singapore,15435
12731,Sailing,Netherlands,15435
19447,Vacation Properties,France,15435
6670,Comics and Graphic Novels,Japan,15435
18131,Sporting Events,,15435
20372,Photo Editing Software,Greece,15435
3354,Fashion Events,Brazil,15420
9610,Lung and Respiratory Health,Kuwait,15420
14132,College Baseball,Jordan,15420
10841,Soccer,Czech,15420
8531,Women's Jewelry and Watches,Thailand,15420
9173,Events and Attractions,,15420
14878,Genealogy and Ancestry,South Africa,15405
267,Surfing and Bodyboarding,Thailand,15405
19699,Digital Audio,,15405
18232,Party Supplies and Decorations,Lebanon,15405
10486,Malls & Shopping Centers,,15405
20019,Men's Formal Wear,Turkey,15405
7443,Economy,Tanzania,15405
19012,Pharmaceutical Drugs,Lebanon,15405
8961,Digestive Disorders,Colombia,15405
6187,Cycling,UK,15405
6561,Economy,,15390
2641,Career Planning,South Africa,15390
8194,College Education,Japan,15390
6916,Phone Services,Thailand,15390
11053,Squash,France,15390
1934,Medical Health,Egypt,15375
13850,Women's Sportswear,France,15375
4609,Fishing Sports,Bangladesh,15375
6261,Web Hosting,Hungary,15375
10073,Healthy Living,UK,15375
1234,Casinos & Gambling,USA,15375
4472,Retail Property,Philippines,15375
20625,Infertility,UK,15375
16561,Bath and Shower,CoteDIvore,15360
19288,3-D Graphics,India,15360
17544,Comedy (Music and Audio),USA,15360
1121,Financial Crisis,Australia,15360
13913,Weightlifting,India,15360
1824,Parenting,Taiwan,15360
36,Phone Services,Australia,15360
6385,Animation Movies,,15360
5194,Street Style,Kenya,15360
14480,Parenting Teens,Morocco,15345
17745,Fish and Aquariums,Saudi Arabia,15345
4530,College Football,Oman,15345
6993,Databases,Canada,15345
1282,Rugby Union,,15345
3183,Music TV,Brunei,15345
5181,Rugby League,,15330
4585,International News,,15330
15282,Heart and Cardiovascular Diseases,France,15330
20915,Space and Astronomy,Australia,15330
2150,Funeral,Netherlands,15330
12245,Mobile Games,Philippines,15315
16300,Photography,USA,15315
17704,Digital Audio,,15315
11998,Children's TV,China,15315
16896,Adventure Video Games,,15315
3716,Web Design and HTML,,15315
13389,Celebrity Deaths,Spain,15300
8794,Songwriters/Folk,,15300
12192,Music and Audio,,15300
20150,Reality TV,Colombia,15300
15933,Dance and Electronic Music,Kuwait,15300
20001,Concerts & Music Events,Iran,15300
14107,News/Talk Radio,Uganda,15300
10739,Home Financing,Qatar,15300
20309,R&B/Soul/Funk,,15300
13947,Computer Animation,Mexico,15300
2910,Food Allergies,New Zealand,15285
2555,Cancer,Kuwait,15285
19998,Theater Venues and Events,Bahrain,15285
16111,Brain and Nervous System Disorders,UK,15285
192,Olympic Sports,,15285
15956,Real Estate,Cambodia,15285
5710,Internet for Beginners,Iraq,15285
4499,Soap Opera TV,Lebanon,15285
15172,Sedan,Japan,15285
6443,Children's Literature,Pakistan,15285
11923,Education,Pakistan,15285
12089,Birthday,Lebanon,15285
19225,Children's Music,Singapore,15285
13863,Secondary Education,Japan,15285
3150,Religion & Spirituality,Ukraine,15270
12252,Microcar,Mexico,15270
8585,Bachelorette Party,Italy,15270
5146,Internet,Mauritius,15270
5930,Extreme Sports,Egypt,15270
1277,Dogs,Qatar,15270
27,Eldercare,Oman,15270
15054,Music and Party Video Games,Paraguay,15270
8455,Action and Adventure Movies,Yemen,15270
13244,Business Expos & Conferences,,15255
1043,Comedy Movies,South Africa,15255
18210,Station Wagon,Philippines,15255
20928,Travel Locations,Greece,15255
10188,Dance,Japan,15255
16525,Blood Disorders,France,15255
16647,Men's Sportswear,Uganda,15255
4918,Home Entertaining,Taiwan,15255
6706,Information Services Industry,South Africa,15240
7602,Celebrity Style,Norway,15240
887,Television,Rwanda,15240
516,Horror Movies,Bosnia-Herzegovina,15240
5413,Birthday,Sweden,15240
9594,Women's Glasses,Japan,15225
15904,Comedy Events,Sweden,15225
12508,News and Politics,,15225
20214,Documentary Movies,Bosnia-Herzegovina,15225
1508,Sports,,15225
12923,Insurance,Qatar,15225
966,Snooker/Pool/Billiards,,15225
2685,Fantasy Movies,,15210
12947,Parenting,Brazil,15210
10001,Biological Sciences,South Africa,15210
20966,Dining Out,Saudi Arabia,15210
5192,Fashion Trends,Israel,15210
18971,Performance Cars,UK,15210
8041,News and Politics,Lesotho,15210
8445,Home & Garden,,15210
3355,Sporting Events,Congo Dem Rep,15195
15273,Performance Cars,Kuwait,15195
4843,Spirituality,Philippines,15195
12160,Freelance Writing,Argentina,15195
19250,Cycling,Denmark,15195
16442,Job Fairs,Kenya,15195
4693,Men's Sportswear,Malaysia,15195
16563,Deodorant and Antiperspirant,Senegal,15195
19727,Men's Business Wear,Uganda,15195
1853,Table Tennis,Czech,15195
10278,Concerts & Music Events,Peru,15180
4359,Personal Celebrations & Life Events,Czech,15180
17955,Oral care,Morocco,15180
180,Men's Underwear and Sleepwear,,15180
12025,Driverless Cars,Bahrain,15180
19791,Comics and Graphic Novels,Malaysia,15180
1358,Sci-fi and Fantasy,Canada,15180
9692,Video Game Genres,,15165
16218,Awards Shows,Netherlands,15165
20090,Equine Sports,Kenya,15165
20810,College Radio,Japan,15165
7163,Rugby League,Botswana,15165
6272,Drama Movies,Switzerland,15150
2459,Weight Loss,UAE,15150
13853,Green Vehicles,Singapore,15150
10583,World Cuisines,Mexico,15150
19996,Nightclubs,Algeria,15150
18368,Deodorant and Antiperspirant,Iraq,15150
13057,Rock Music,Lebanon,15150
5940,Home Utilities,France,15150
10935,Soccer,Algeria,15150
8549,Horse Racing,Kenya,15135
19241,Vacation Properties,Nigeria,15135
2019,Browsers,,15135
3735,Olympic Sports,Jordan,15135
20773,Amusement and Theme Parks,Canada,15135
3119,Model Toys,South Africa,15135
11213,Events and Attractions,Liberia,15135
125,Auto Racing,Iraq,15135
20204,Smart Home,Bangladesh,15135
9460,Real Estate Buying and Selling,Brazil,15135
9766,Reproductive Health,Egypt,15135
18301,Action-Adventure Video Games,,15120
14636,Auto Racing,Tunisia,15120
18128,Political Event,Thailand,15120
1636,Technology & Computing,Pakistan,15120
20374,Desktop Publishing,Kenya,15120
4974,Beach Volleyball,Germany,15120
8558,Vegan Diets,Netherlands,15120
17248,Geography,USA,15120
16074,Special Interest TV,Nigeria,15120
9948,Fashion Events,Tanzania,15105
3177,Animation TV,,15105
7382,Fish and Aquariums,Australia,15090
540,Rugby,,15090
8709,Real Estate Renting and Leasing,Cambodia,15090
12639,Music TV,,15090
12621,Boxing,,15090
5489,Student Financial Aid,Thailand,15090
13681,Personal Care,New Zealand,15090
16095,Beadwork,Oman,15090
5582,Perfume and Fragrance,Australia,15090
10522,Weather,Libya,15090
17979,Public Radio,Hungary,15090
3158,Grocery Shopping,France,15090
5014,Consumer Electronics,Vietnam,15090
3307,Factual TV,Mozambique,15075
1436,Van,Japan,15075
4662,Audio Production,Lebanon,15075
10036,Photography,Indonesia,15075
12174,Workshops and Classes,Sudan,15075
7139,Social Networking,USA,15075
15916,Smart Home,Taiwan,15075
5150,Men's Clothing,Taiwan,15075
2466,Cloud Computing,Japan,15075
12348,Auto Insurance,USA,15075
8393,Music TV,,15075
1733,Figure Skating,Kenya,15075
8917,Designer Clothing,Turkey,15060
16194,Car Culture,USA,15060
463,Urban AC Music,Ghana,15060
17768,Soap Opera TV,Ghana,15060
345,Women's Handbags and Wallets,Germany,15060
2096,Art and Photography Books,Jordan,15060
3168,Style & Fashion,Libya,15060
3196,Strategy Video Games,Sudan,15060
911,Children's Literature,Lebanon,15060
1655,Auto Technology,Qatar,15060
15528,Boxing,Kuwait,15060
16370,Wrestling,Portugal,15060
13501,Sports Equipment,Morocco,15060
20228,Parenting,Jordan,15045
14498,Volleyball,Germany,15045
1072,Australian Rules Football,,15045
16509,Beauty,Spain,15045
15695,Antiquing and Antiques,Israel,15045
14683,Internet of Things,Algeria,15045
9642,Men's Clothing,Cambodia,15045
7369,News and Politics,,15045
9499,Auto Recalls,UK,15045
10030,Simulation Video Games,,15030
1119,Infectious Diseases,Colombia,15030
6814,Antiquing and Antiques,,15030
15885,Private Equity,Indonesia,15030
14476,Religious (Music and Audio),Indonesia,15030
10467,Auto Type,Ireland,15030
14342,Marriage and Civil Unions,Netherlands,15030
8671,Workshops and Classes,Canada,15030
12130,Science Fiction TV,Somalia,15030
9678,Soap Opera TV,Israel,15030
1411,Educational Radio,,15030
785,Video Game Genres,,15015
11580,Soft Rock,Kuwait,15015
4198,Children's Literature,Morocco,15015
1314,Puzzle Video Games,,15015
10435,Volleyball,Qatar,15015
13369,Internet of Things,Netherlands,15015
8959,Freelance Writing,Canada,15015
12727,Shopping,Ghana,15000
17142,Classical Music,Germany,15000
452,Simulation Video Games,,15000
2936,Bath and Shower,Bahrain,15000
8954,Shareware and Freeware,Yemen,15000
4845,Rugby League,,15000
17680,Sports Video Games,Iran,15000
1616,Hedge Funds,Japan,14985
3247,Action and Adventure Movies,Romania,14985
14416,Action Video Games,,14985
9630,Barbecues and Grilling,Philippines,14985
3069,Wrestling,Japan,14985
20598,Home & Garden,Lebanon,14985
4037,Job Search,Ghana,14985
18660,Vacation Properties,UK,14985
164,Smart Home,,14985
17098,Women's Accessories,Italy,14985
407,Office Property,USA,14970
15315,Romance Movies,Ukraine,14970
7777,Web Conferencing,,14970
10679,Desktop Publishing,,14970
6914,Home Entertaining,,14970
17494,Photo Editing Software,Senegal,14970
426,Soccer,,14970
5415,Prom,Thailand,14955
20948,Shareware and Freeware,Libya,14955
8864,Financial Reform,Philippines,14955
19251,Disabled Sports,,14955
16853,Drama Movies,Argentina,14955
5140,Home Entertaining,Bangladesh,14955
20670,Business,Canada,14955
3028,Home Security,,14955
8562,Phone Services,Egypt,14955
18697,Auto Parts,Singapore,14940
3323,Women's Hats and Scarves,South Africa,14940
6657,Business Travel,Nigeria,14940
9090,Sports Radio,,14925
11164,Disabled Sports,Greece,14925
11924,Education,,14925
9065,Vegan Diets,Oman,14925
13062,Sales and Promotions,Philippines,14925
3086,Pickup Trucks,Australia,14925
5719,Action and Adventure Movies,Portugal,14925
17786,Adventure Video Games,Mauritius,14925
2780,Fitness and Exercise,Switzerland,14925
1115,Desktop Publishing,Peru,14925
10922,Real Estate,Netherlands,14910
726,Romance Movies,Czech,14910
8210,Museums & Galleries,Spain,14910
8428,Diabetes,Bahrain,14910
12066,Men's Accessories,Morocco,14910
1854,Wrestling,Indonesia,14910
10267,Operating Systems,Switzerland,14910
7228,Dating,Thailand,14910
9043,Government Business,Singapore,14910
1357,Paranormal Phenomena,Italy,14910
12338,Wellness,Australia,14910
9868,Animation Movies,Paraguay,14910
12371,National & Civic Holidays,,14910
19492,Hair Care,Malaysia,14895
16513,Careers,New Zealand,14895
9918,Video Game Genres,Senegal,14895
13215,Music and Party Video Games,,14895
11638,Concerts & Music Events,Russia,14880
7018,Web Hosting,,14880
19491,Auto Racing,Bangladesh,14880
11453,Real Estate,Ireland,14880
5400,Crime and Mystery Movies,Bangladesh,14880
8313,Shareware and Freeware,,14880
4398,Cruises,UAE,14880
19732,Indie and Arthouse Movies,,14880
12978,South America Travel,Portugal,14880
14201,Fishing Sports,Hungary,14865
9805,Soft AC Music,Portugal,14865
10519,Reggae,Venezuela,14865
15910,Vegetarian Diets,Oman,14865
5807,Computer Networking,USA,14865
3213,Auto Shows,Malaysia,14850
9155,Venture Capital,Philippines,14850
12885,Coupe,Romania,14850
536,Birthday,Brazil,14850
17950,News and Politics,,14850
10617,Agnosticism,Iran,14850
134,Career Advice,Oman,14850
20970,Radio Control,Netherlands,14850
4013,Sleep Disorders,Malaysia,14850
11527,Events and Attractions,,14850
14686,Cosmetic Medical Services,Bahrain,14850
17929,Food & Drink,Switzerland,14835
5748,American Football,,14835
14738,eSports,Romania,14835
2902,Casinos & Gambling,Saudi Arabia,14835
14545,Smartphones,Bahrain,14835
9425,Healthy Cooking and Eating,Kenya,14835
18827,Men's Sportswear,,14835
102,Drama TV,Romania,14820
11677,Cricket,Zambia,14820
8145,Personal Celebrations & Life Events,,14820
18638,Social Networking,Australia,14820
12573,Brain and Nervous System Disorders,Singapore,14820
1067,Sports,,14805
7948,Snooker/Pool/Billiards,,14805
2892,Nightclubs,Malaysia,14805
19716,Food Movements,Australia,14805
20731,Ice Hockey,France,14805
7894,Comedy Events,Yemen,14790
11080,Soft AC Music,Switzerland,14790
18889,Venture Capital,India,14790
20892,Men's Jewelry and Watches,Morocco,14790
3206,Off-Road Vehicles,Oman,14790
3095,Browsers,South Africa,14790
5752,Water Polo,New Zealand,14790
2171,Table Tennis,Israel,14790
9137,Australia and Oceania Travel,Romania,14790
9831,Eye and Vision Conditions,Qatar,14775
21012,Reality TV,,14775
4532,Databases,Peru,14775
20099,Email,Egypt,14775
15124,Spirituality,USA,14775
12590,Aviation Industry,UAE,14775
2441,Events and Attractions,Lesotho,14760
9880,Oral care,Algeria,14760
18871,Travel Type,Senegal,14760
5390,Web Design and HTML,,14760
1538,Travel Locations,Namibia,14760
8568,Web Design and HTML,Iran,14760
8053,Real Estate,Peru,14760
15711,"Soundtracks, TV and Showtunes",Russia,14760
14248,Nightclubs,Thailand,14760
17026,Costume,USA,14745
780,Europe Travel,,14745
9947,Events and Attractions,Venezuela,14745
11517,Video Software,CoteDIvore,14745
17714,National & Civic Holidays,,14745
4796,Healthy Living,France,14745
6495,Parenting,Israel,14745
8434,Sporting Events,,14730
14754,Web Conferencing,Czech,14730
9814,Auto Shows,Kuwait,14730
10288,Cloud Computing,Thailand,14730
14697,International News,,14730
